file_name,Molar_volume,HOMO,LUMO,HOMO_LUMO_Gap,Dipole_Moment,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,Ef
55,257.6133374,-0.223191526,-0.047822867,0.175368659,2.436147369,12.16444162,12.16444162,0.560814831,-4.309591876,0.815117905,11.73333333,236.262,225.174,236.059504,84,0,0.417389005,-0.329651509,0.417389005,0.329651509,1.333333333,2.066666667,2.533333333,32.16649121,10.23727266,2.299821801,-2.059579671,2.280915953,-2.057052307,7.980494111,-0.137376707,2.175808754,2.567502139,297.2209209,11.31155479,7.920076725,8.736573306,7.037023368,4.337263084,5.491963623,2.877231559,3.982403274,1.664196839,2.68846449,0.937628032,1.628531133,-0.75,1923.414938,12.32017544,5.365702479,4.089506173,90.07042649,5.733667477,0,0,0,0,6.176298517,4.983978521,0,24.93313009,0,0,12.13273414,24.24730719,11.25737949,13.17124514,11.76188495,0,4.983978521,5.733667477,11.92915212,12.29761001,29.5869572,0,0,5.733667477,13.17124514,0,11.76188495,17.28158853,11.92915212,0,11.25737949,18.32957771,0,0,0,38.91,11.73975001,13.17124514,0,0,17.99153801,18.01606425,6.066367068,11.76188495,0,4.983978521,5.733667477,36.49332487,1.550944114,3.735309429,0,5.211204611,1.373054965,2.442142385,-3.450128535,0.560814831,0,0.444444444,15,2,2,0,0,0,0,1,1,3,1,6,4,0,0,0,1,2.2923,54.4554,-2.170840642
56,191.3371336,-0.192591945,-0.03435748,0.158234465,3.273196431,12.70591837,12.70591837,0.215489418,-0.215489418,0.590211425,10.41666667,161.179,153.115,161.0640775,60,0,0.12334756,-0.39871088,0.39871088,0.12334756,0.916666667,1.583333333,2.416666667,19.14214015,10.10958785,1.944527244,-1.978742497,2.173939884,-1.833944993,5.847638462,0.629522049,2.053587103,2.786653081,381.8581353,8.552041764,6.419416357,6.419416357,5.754020195,3.703725115,3.703725115,2.750909961,2.750909961,1.826344676,1.826344676,1.235071674,1.235071674,-1.57,692.0588538,7.099295166,2.48251405,1.114983573,69.61849375,5.733667477,5.817220841,0,0,0,0,0,4.390415048,0,0,12.13273414,35.0379167,5.687386275,0,4.390415048,16.4598347,0,0,0,0,5.733667477,42.21542325,0,0,5.733667477,10.07780132,0,0,0,0,5.817220841,0,36.39820241,0,10.77244843,0,26.02,0,4.390415048,0,5.817220841,5.687386275,10.77244843,12.13273414,12.13273414,12.13273414,0,5.733667477,12.70591837,0,0,1.847777778,6.271052532,-0.215489418,10.05740741,0,0,0,0,12,2,1,0,0,0,2,0,2,1,1,2,0,0,0,0,2,2.5611,48.3184,-2.017998791
57,151.4502554,-0.240061123,-0.03588595,0.204175173,2.367088856,12.0710771,12.0710771,0.41,-0.465555556,0.56177319,9.555555556,126.134,119.078,126.0593264,48,0,0.212304947,-0.326449121,0.326449121,0.212304947,1.555555556,2.333333333,2.777777778,19.1429206,10.28325097,1.886836331,-1.91082206,1.953601298,-1.96217213,5.075718798,0.582027853,1.900372628,2.881555878,182.754278,6.690234444,4.841685926,4.841685926,4.325698503,2.631948342,2.631948342,1.693295141,1.693295141,1.024344464,1.024344464,0.52719188,0.52719188,-0.96,129.2253387,6.164378109,2.547880827,1.467221172,52.52141931,5.733667477,0,0,5.947697344,0,0,0,4.983978521,4.390415048,0,6.066367068,11.62981856,12.74159998,0,4.390415048,0,0,4.983978521,5.733667477,6.544756406,0,29.84072654,0,0,5.733667477,4.390415048,0,0,4.983978521,6.544756406,5.947697344,5.563451492,18.32957771,0,0,0,38.91,5.947697344,4.390415048,0,0,6.544756406,5.563451492,12.26321064,6.066367068,0,4.983978521,5.733667477,12.0710771,0,3.403287037,0,6.08133031,-0.465555556,2.907268519,1.425925926,0.41,0,0.166666667,9,2,2,0,0,0,0,1,1,2,1,3,1,0,0,0,1,0.6794,32.0864,-2.0472597
58,173.3106119,-0.232323643,-0.027960062,0.204363581,1.89428623,12.65856481,12.65856481,0.270416667,-0.270416667,0.6570431,9.8,140.161,131.089,140.0749765,54,0,0.144229753,-0.330082517,0.330082517,0.144229753,1.6,2.4,3,19.14219922,10.24806517,1.979329882,-1.961203605,2.008368978,-2.053569707,5.064566242,0.598336305,1.943742041,2.811180917,212.5160097,7.397341225,5.548792708,5.548792708,4.842535255,3.137931406,3.137931406,1.970594142,1.970594142,1.215816953,1.215816953,0.739062132,0.739062132,-0.96,213.8116245,7.150619469,3.269363579,1.510397832,58.88636143,5.733667477,5.817220841,0,0,0,0,4.983978521,4.390415048,0,0,0,18.67749054,12.61766519,5.693927995,4.390415048,0,0,4.983978521,5.733667477,6.420821623,6.544756406,29.84072654,0,0,5.733667477,4.390415048,0,0,11.52873493,6.420821623,5.817220841,5.693927995,18.32957771,0,0,0,38.91,0,4.390415048,0,5.817220841,18.65950602,0,6.066367068,12.26321064,0,4.983978521,5.733667477,12.65856481,0,3.813009259,0,5.671834845,-0.270416667,2.95172997,2.070185185,0.438425926,0,0.285714286,10,2,2,0,0,0,0,1,1,2,1,3,2,0,0,0,1,0.7219,36.9534,-2.03414143
59,274.3159769,-0.230308119,-0.054391772,0.175916347,1.073202627,12.29100798,12.29100798,0.061894841,-4.396400266,0.836863314,11.8125,252.667,240.571,252.0641107,90,0,0.417441616,-0.330473303,0.417441616,0.330473303,1.3125,2,2.5,35.49569145,10.1339696,2.309542867,-2.083146317,2.307354364,-2.067171579,6.307874853,-0.137378051,2.1889591,2.757049992,352.4076454,12.18179828,8.51954942,9.275478366,7.447706971,4.865561718,5.243526191,3.396050851,3.803250978,2.112413126,2.439668117,1.241996537,1.502831211,-0.81,2788.733893,13.25583278,5.498067573,3.644607038,96.61552481,5.733667477,0,0,0,0,6.176298517,4.983978521,0,13.17124514,0,11.60093989,31.87358834,6.196843572,16.2800128,13.17124514,11.60093989,0,4.983978521,5.733667477,25.43876339,6.544756406,28.54322344,0,0,5.733667477,13.17124514,0,11.60093989,11.52873493,12.59712014,0,24.09902273,12.26321064,5.022633314,0,0,38.91,11.73975001,13.17124514,0,5.022633314,18.65950602,25.10485389,0,0,0,4.983978521,17.33460737,36.87302394,5.720625945,3.723735355,0.061894841,4.979388505,0,0.909062106,-1.460442728,0.553823145,0,0.5,16,2,2,0,0,0,0,1,1,2,1,6,4,0,0,0,1,3.0352,56.2414,-2.308140751
60,219.4539966,-0.216744988,-0.043761051,0.172983937,0.284261807,12.79436358,12.79436358,0.200927343,-0.200927343,0.707355973,10.61538462,175.206,165.126,175.0797275,66,0,0.123347534,-0.326497152,0.326497152,0.123347534,1,1.692307692,2.461538462,19.14214041,10.07399532,1.959138136,-2.001412015,2.163810692,-1.947618667,5.826181244,0.629507833,2.168178947,2.660039405,437.0383666,9.259148545,7.126523139,7.126523139,6.292024998,4.176851661,4.176851661,3.029949063,3.029949063,2.102401761,2.102401761,1.393029076,1.393029076,-1.41,1248.871073,8.200189637,3.147759154,1.531263131,75.98343587,5.733667477,5.817220841,0,0,0,0,0,4.390415048,0,0,18.19910121,34.53500113,6.544756406,0,4.390415048,10.77244843,0,0,5.733667477,6.544756406,0,47.77887474,0,0,5.733667477,4.390415048,0,0,0,6.544756406,5.817220841,5.563451492,36.39820241,0,10.77244843,0,26.02,0,4.390415048,0,5.817220841,6.544756406,16.33589992,12.13273414,6.066367068,18.19910121,0,5.733667477,12.79436358,0,0,1.94587963,6.565289903,-0.200927343,10.54091364,0,0.521147251,0,0.090909091,13,2,1,0,0,0,2,0,2,1,1,2,1,0,0,0,2,2.4376,51.7974,-2.152523025
61,221.9494271,-0.174312942,0.004388202,0.178701144,2.389656939,11.76248541,11.76248541,0.117640779,-4.11030939,0.742550234,11.35714286,204.195,193.107,204.087433,78,0,0.390294604,-0.398726785,0.398726785,0.390294604,1.142857143,1.714285714,2.214285714,19.41311409,10.25585079,2.254393619,-2.081779042,2.192298411,-2.140051962,5.505182111,-0.131023239,2.061921426,2.354140508,279.1036953,10.60444801,7.434858327,7.434858327,6.472145112,4.13409583,4.13409583,2.91396274,2.91396274,1.648281103,1.648281103,0.949544954,0.949544954,-1.39,1030.960713,10.68930214,4.214482702,4.021206289,79.91258855,11.05045608,0,0,0,0,6.176298517,0,0,13.17124514,0,0,24.26546827,17.91952896,6.420821623,13.17124514,11.37477255,0,0,0,12.59712014,17.59521249,24.26546827,0,0,11.05045608,24.54601769,0,0,12.72105492,0,0,6.420821623,24.26546827,0,0,0,38.05,12.59712014,13.17124514,0,6.544756406,11.37477255,0,0,24.26546827,0,5.316788604,5.733667477,35.28745622,0,0,2.652847222,6.648127401,0,6.558788738,-4.946245473,-0.117640779,0,0.333333333,14,3,2,0,0,0,1,0,1,2,2,5,3,0,0,0,1,2.6331,50.0161,-2.047965166
62,153.45475,-0.24804898,-0.034626883,0.213422097,2.214826786,12.1875,12.1875,0.360555556,-0.47412037,0.56177319,9.555555556,126.134,119.078,126.0593264,48,0,0.212610434,-0.326493943,0.326493943,0.212610434,1.666666667,2.444444444,2.888888889,19.1429218,10.26555676,1.900022329,-1.916789502,1.967101188,-1.963532123,5.090834556,0.58106693,1.881408311,2.936866102,200.004278,6.690234444,4.841685926,4.841685926,4.325698503,2.631948342,2.631948342,1.690937795,1.690937795,1.026679838,1.026679838,0.569542024,0.569542024,-0.96,126.0543568,6.164378109,2.547880827,1.467221172,52.52141931,5.733667477,0,0,5.947697344,0,0,0,4.983978521,4.390415048,0,0,17.69618563,12.74159998,0,4.390415048,0,0,4.983978521,5.733667477,6.544756406,0,29.84072654,0,0,5.733667477,4.390415048,0,0,4.983978521,6.544756406,5.947697344,5.563451492,18.32957771,0,0,0,38.91,5.947697344,4.390415048,0,0,6.544756406,5.563451492,12.26321064,6.066367068,0,4.983978521,5.733667477,12.1875,0,3.365555556,0,5.990462963,-0.47412037,3.003055556,1.400324074,0.360555556,0,0.166666667,9,2,2,0,0,0,0,1,1,2,1,3,1,0,0,0,1,0.6794,32.0864,-2.0457747
63,190.4772177,-0.211561271,-0.029284455,0.182276817,1.153546719,5.48789966,5.48789966,0.672685185,0.672685185,0.696765395,10.9,169.274,162.218,169.0019912,52,0,0.045348271,-0.325826809,0.325826809,0.045348271,1.4,2.3,3,32.13611716,10.43531004,1.986404603,-1.805408034,2.287754542,-1.90474051,7.264262024,1.109097126,2.420965456,2.669194109,305.3517223,6.974691495,5.333004439,6.965997601,4.898178148,3.059235114,4.755384506,2.065938728,4.181960867,1.391592956,3.507281561,0.916306966,2.929791117,-0.38,382.5125421,6.337829771,2.341652591,0.867506913,67.098627,5.733667477,0,0,0,0,0,0,0,0,22.67357176,0,17.51279691,20.82174343,0,0,32.07341159,0,0,5.733667477,6.544756406,0,22.3899441,0,0,5.733667477,0,0,22.67357176,0,6.544756406,0,4.877147194,17.51279691,0,9.399839833,0,26.02,0,0,0,0,6.544756406,0,14.27698703,22.67357176,0,17.51279691,5.733667477,2.732314815,3.567731481,1.279490741,2.112563303,5.48789966,0,4.313981481,0,0.672685185,0,0.142857143,10,2,1,0,0,0,0,2,2,3,1,3,1,0,0,0,2,2.4215,47.5934,-2.281287316
64,141.7499362,-0.214476965,-0.006145446,0.208331519,4.204454156,12.14537037,12.14537037,0.128333333,-1.491481481,0.438175262,9.9,147.099,143.067,147.0295838,54,0,0.19403505,-0.398557216,0.398557216,0.19403505,1,1.4,1.8,19.16864905,10.27414859,2.073480399,-1.949637033,2.134251135,-1.93336203,5.3782756,0.447703878,1.823590004,3.310532875,236.1649959,7.723614639,4.865944227,4.865944227,4.609060905,2.510322382,2.510322382,1.798532632,1.798532632,1.006146048,1.006146048,0.575123029,0.575123029,-1.19,153.1815603,6.923507378,2.207226991,1.048067514,55.26790003,5.733667477,0,17.45166252,0,0,0,0,13.17124514,0,0,0,0,17.82012041,0,13.17124514,5.687386275,0,0,0,0,5.733667477,29.58439666,0,0,5.733667477,18.85863142,0,0,0,0,17.45166252,0,12.13273414,0,0,0,26.02,17.45166252,13.17124514,0,5.687386275,0,12.13273414,0,0,0,0,5.733667477,36.39592593,0,0,0,4.853333333,-4.023888889,1.441296296,0,0,0,0,10,2,1,0,0,0,1,0,1,1,1,4,0,0,0,0,1,1.6861,30.7284,-1.814209377
65,202.8119647,-0.228779616,-0.019428488,0.209351128,2.248778164,12.8974537,12.8974537,0.275046296,-0.275046296,0.727434833,10.09090909,173.618,164.546,173.0407552,60,0,0.127430912,-0.330139869,0.330139869,0.127430912,1.454545455,2.181818182,2.727272727,35.49569113,10.13442818,2.034973436,-2.016986168,2.18019633,-2.043661842,6.308956668,0.609487899,1.972413612,2.99834132,229.5974159,8.267584714,5.979543585,6.735472531,5.253218858,3.38378309,3.761747563,2.23888721,2.646087336,1.456025933,1.81013583,0.915505863,1.173005036,-0.6,313.6137644,8.496153846,3.693829361,1.913831053,69.96997968,5.733667477,5.817220841,0,0,0,0,0,4.390415048,0,0,17.66730696,25.09831217,10.58608481,0,4.390415048,11.60093989,0,0,5.733667477,6.420821623,6.544756406,34.60240685,0,0,5.733667477,4.390415048,0,11.60093989,6.544756406,6.420821623,5.817220841,5.563451492,18.19910121,5.022633314,0,0,26.02,0,4.390415048,0,5.817220841,23.55166283,0,6.066367068,12.13273414,0,0,17.33460737,12.8974537,5.712731481,0,0.45412037,5.783810154,-0.275046296,4.629152809,0.491574074,0.417314815,0,0.25,11,2,1,0,0,0,1,0,1,1,1,3,2,0,0,0,1,1.9803,44.1684,-2.085464801
66,244.2218852,-0.222619308,0.006728737,0.229348045,1.269529788,5.508946523,5.508946523,0.243183107,0.243183107,0.675791736,11.66666667,163.264,146.128,163.1360995,66,0,0.017761105,-0.326497504,0.326497504,0.017761105,1.083333333,1.583333333,1.916666667,14.51617277,9.86588979,2.116610052,-2.183925307,2.213178933,-2.104899017,5.267099852,0.589734616,2.031264689,2.925305499,240.701777,9.190234444,8.093858127,8.093858127,5.537023368,4.333168886,4.333168886,4.15104757,4.15104757,2.055663437,2.055663437,1.140828428,1.140828428,-0.82,430.628114,9.269445438,3.276997468,2.081148017,74.59600439,5.733667477,0,0,0,0,0,0,0,0,0,45.03667987,16.54189345,6.544756406,0,0,0,0,0,5.733667477,32.73095847,0,35.39237126,0,0,5.733667477,0,0,0,0,11.95974688,0,31.89811458,24.26546827,0,0,0,26.02,0,0,0,5.414990469,6.544756406,0,11.12690298,0,0,45.03667987,5.733667477,0,0,0,0,8.310185185,0,8.505509259,0,7.267638889,0,0.454545455,12,2,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,2.4428,53.0334,-2.208383601
67,163.8842862,-0.236922788,-0.015932702,0.220990086,1.132983451,12.55162037,12.55162037,0.265925926,-0.939814815,0.664123736,10.18181818,161.126,155.078,161.0452339,60,0,0.13303151,-0.326318718,0.326318718,0.13303151,1.090909091,1.545454545,1.909090909,19.148765,10.17143143,2.079785087,-1.997506087,2.127178545,-2.033175214,5.197444201,0.52437569,1.852729478,3.24771319,249.3833506,8.43072142,5.573051008,5.573051008,5.147065708,2.983448929,2.983448929,2.052112489,2.052112489,1.309929721,1.309929721,0.7670998,0.7670998,-1.03,255.6766679,8.070300903,2.919552395,1.513192969,61.63284214,5.733667477,17.45166252,0,0,0,0,0,13.17124514,0,0,0,0,24.24094203,0,13.17124514,0,0,0,5.733667477,6.544756406,0,35.14784815,0,0,5.733667477,13.17124514,0,0,0,6.544756406,17.45166252,5.563451492,12.13273414,0,0,0,26.02,17.45166252,13.17124514,0,12.1082079,12.13273414,0,0,0,0,0,5.733667477,37.32709562,0,0,0,4.713367347,-2.812777778,1.204907407,0,-0.265925926,0,0.142857143,11,2,1,0,0,0,1,0,1,1,1,4,1,0,0,0,1,1.5626,34.2074,-1.864372515
68,282.0067633,-0.194587213,-0.055488664,0.139098549,1.219741933,5.848106891,5.848106891,0.591436366,0.591436366,0.491422791,11.83333333,231.298,218.194,231.1047994,86,0,0.018381807,-0.326477873,0.326477873,0.018381807,0.666666667,1.277777778,2,14.52023908,9.919077484,2.08791123,-2.123061747,2.350630281,-1.972780091,6.229827437,1.087729064,2.443809194,2.396065971,845.356201,12.1125197,9.980609473,9.980609473,8.881341395,6.237869424,6.237869424,4.784846515,4.784846515,3.8388802,3.8388802,2.97371366,2.97371366,-2.12,28905.37514,9.863984487,3.437062945,1.143182311,105.1602544,5.733667477,0,0,0,0,0,0,0,0,0,54.59730362,37.88079678,6.544756406,0,0,32.31734529,0,0,5.733667477,6.544756406,0,60.16075511,0,0,5.733667477,0,0,0,0,6.544756406,0,5.563451492,54.59730362,0,32.31734529,0,26.02,0,0,0,0,6.544756406,0,37.88079678,0,0,54.59730362,5.733667477,0,0,0,7.918234127,7.071026392,0,19.58596978,0,0.591436366,0,0.058823529,18,2,1,0,0,0,4,0,4,1,1,1,1,0,0,0,4,4.0427,78.0374,-2.471008765
69,210.9104072,-0.237112883,-0.039614825,0.197498058,0.898598684,11.0185393,11.0185393,0.328425926,-0.328425926,0.663123781,9.5,165.192,154.104,165.0789786,64,0,0.337352575,-0.465417398,0.465417398,0.337352575,1.583333333,2.333333333,2.916666667,16.52326372,10.12493684,2.033275848,-2.000576212,2.047751304,-2.02988776,5.889162427,0.060038248,2.165063371,2.933582076,283.6119538,8.974691495,6.910354708,6.910354708,5.774386908,3.649665467,3.649665467,2.396083518,2.396083518,1.583782093,1.583782093,0.943123397,0.943123397,-1.35,601.8876173,8.743896714,3.875200928,1.826040906,71.14118749,10.47053043,0,0,0,0,5.969305288,0,4.794537184,0,0,12.13273414,17.69618563,6.544756406,12.67324903,9.531400138,5.969305288,0,0,5.733667477,6.544756406,7.109797541,35.39237126,0,0,5.733667477,0,0,0,13.07910283,11.28161936,0,15.92144017,24.26546827,0,0,0,52.32,0,4.794537184,0,5.969305288,12.1082079,5.563451492,7.109797541,18.19910121,6.066367068,4.736862954,5.733667477,4.555999622,0,11.0185393,0,6.878886999,-0.328425926,7.081064815,0,0.435351474,1.358583711,0.222222222,12,2,3,0,0,0,1,0,1,3,1,3,2,0,0,0,1,0.9319,45.6729,-2.222449521
70,200.4753882,-0.209567419,-0.008909612,0.200657807,3.122040612,12.86751228,12.86751228,0.079305556,-1.470350529,0.708184891,10.15384615,190.168,181.096,190.0717829,72,0,0.19604036,-0.381319437,0.381319437,0.19604036,1.153846154,1.846153846,2.461538462,19.16867995,10.25285768,2.116123195,-2.057093397,2.183857314,-2.140125375,5.447267148,0.448699096,2.133703911,2.900612943,301.6857678,9.844934983,6.780157789,6.780157789,6.16390246,3.739431993,3.739431993,2.438362401,2.438362401,1.49497272,1.49497272,0.869265371,0.869265371,-1.23,825.7434134,9.854961767,4.133723693,2.119344472,73.54764644,11.05045608,0,17.45166252,0,0,0,0,13.17124514,0,0,0,12.13273414,13.08951281,5.687386275,13.17124514,5.687386275,0,0,5.733667477,0,18.40630142,29.58439666,0,0,11.05045608,18.85863142,0,0,13.08951281,0,17.45166252,0,12.13273414,0,0,0,38.05,17.45166252,13.17124514,0,5.687386275,13.08951281,12.13273414,0,0,0,5.316788604,5.733667477,37.8790414,0,0,2.523981481,5.062304264,-3.883083428,1.986776266,0,0.597646684,0,0.25,13,3,2,0,0,0,1,0,1,2,2,5,3,0,0,0,1,1.4745,43.8601,-2.258609108
71,257.3337128,-0.229314407,-0.042944293,0.186370114,3.908727296,12.16284723,12.16284723,0.577018534,-4.312048414,0.644645805,11.73333333,236.262,225.174,236.059504,84,0,0.417390139,-0.330442935,0.417390139,0.330442935,1.333333333,2.066666667,2.533333333,32.16654441,10.27241718,2.300250397,-2.057701777,2.289914419,-2.048404937,7.987713975,-0.1374255,2.175808754,2.567502139,297.2209209,11.31155479,7.920076725,8.736573306,7.037023368,4.399158704,5.384757264,2.873560999,3.98876087,1.66207764,2.69213505,0.893431925,1.705081035,-0.75,1923.414938,12.32017544,5.365702479,4.089506173,90.07042649,5.733667477,0,0,0,0,6.176298517,0,4.983978521,13.17124514,11.76188495,0,25.09831217,11.94969718,10.58941147,13.17124514,11.76188495,0,4.983978521,5.733667477,17.62308012,12.29761001,23.8930292,0,0,5.733667477,13.17124514,0,11.76188495,17.28158853,6.176298517,0,11.98427311,23.35553769,0,0,0,38.91,11.73975001,13.17124514,0,0,11.57071638,24.43688587,17.82825202,0,0,4.983978521,5.733667477,36.4885417,1.405874906,3.719105726,0.593935185,4.574399056,0.772683059,2.418438681,-2.633330184,0.577018534,0,0.444444444,15,2,2,0,0,0,0,1,1,3,1,6,4,0,0,0,1,2.5413,53.6344,-2.264165215
72,177.058055,-0.228485848,-0.032434261,0.196051587,2.413923835,12.23320862,12.23320862,0.30484127,-0.30484127,0.6570431,9.8,140.161,131.089,140.0749765,54,0,0.141001755,-0.330084402,0.330084402,0.141001755,1.5,2.3,2.8,19.14215162,10.26038507,1.913757951,-1.940986424,1.967644961,-2.034813101,5.047107797,0.618720388,1.945144602,2.693803452,195.2660097,7.397341225,5.548792708,5.548792708,4.825698503,3.131948342,3.131948342,2.006429388,2.006429388,1.189120737,1.189120737,0.702211982,0.702211982,-0.96,210.075617,7.150619469,3.269363579,1.771713778,58.88636143,5.733667477,5.817220841,0,0,0,0,4.983978521,4.390415048,0,0,0,18.67749054,12.11474962,6.196843572,4.390415048,0,0,4.983978521,5.733667477,6.420821623,6.544756406,29.84072654,0,0,5.733667477,4.390415048,0,0,11.52873493,6.420821623,5.817220841,5.693927995,18.32957771,0,0,0,38.91,0,4.390415048,0,5.817220841,12.96557803,5.693927995,12.26321064,6.066367068,0,4.983978521,5.733667477,12.23320862,0,3.813009259,0,6.101785714,-0.30484127,3.027962963,1.908009259,0.554198791,0,0.285714286,10,2,2,0,0,0,0,1,1,2,1,3,2,0,0,0,1,0.7219,36.9534,-2.134584379
73,184.3250331,-0.2493152,-0.08975355,0.15956165,3.588804082,10.17486064,10.17486064,0.099259259,-0.430260771,0.508332091,9.545454545,152.153,144.089,152.0585775,58,0,0.268943477,-0.326497437,0.326497437,0.268943477,1.363636364,1.909090909,2.272727273,16.62820477,10.18912636,2.013469935,-1.933320539,2.102748657,-1.955502915,5.320902568,-0.384446714,2.045606035,2.913801563,255.6480131,8.267584714,5.857568304,5.857568304,5.236382105,3.171924056,3.171924056,2.127681111,2.127681111,1.382861076,1.382861076,0.753746818,0.753746818,-1.42,335.4793898,7.684384134,3.11504566,1.747527534,63.78921165,5.733667477,0,0,0,5.687386275,0,10.11431827,0,0,0,12.13273414,5.563451492,18.67749054,4.923311049,4.923311049,5.687386275,0,0,5.733667477,6.544756406,0,39.94323803,0,0,5.733667477,5.687386275,0,0,4.923311049,6.544756406,10.11431827,5.563451492,24.26546827,0,0,0,69.16,4.923311049,10.11431827,0,5.687386275,6.544756406,5.563451492,12.13273414,12.13273414,0,0,5.733667477,0,0,9.744599868,10.17486064,6.304103364,0,6.195092593,0,0.414676871,0,0.142857143,11,2,4,0,0,0,1,0,1,3,1,4,2,0,0,0,1,1.0535,40.9878,-2.18116954
74,196.6857124,-0.191153909,-0.000666698,0.190487211,3.723525084,12.35637606,12.35637606,0.219168084,-0.219168084,0.686047478,9.636363636,154.188,143.1,154.0906266,60,0,0.122859074,-0.383774861,0.383774861,0.122859074,1.272727273,1.909090909,2.454545455,19.14213912,10.28809513,1.894950047,-2.020704691,2.062655158,-2.123338932,5.421006839,0.627759723,2.038174419,2.518637943,207.8369723,8.104448007,6.178929381,6.178929381,5.325698503,3.522151123,3.522151123,2.222344855,2.222344855,1.317683383,1.317683383,0.784246094,0.784246094,-1.09,358.7186978,8.010908174,3.930132099,2.552591474,65.21657563,11.05045608,5.817220841,0,0,0,0,0,4.390415048,0,0,0,24.26546827,18.77689909,0,4.390415048,5.687386275,0,0,5.733667477,0,18.40630142,30.08268911,0,0,11.05045608,10.07780132,0,0,13.08951281,0,5.817220841,0,24.26546827,0,0,0,38.05,0,4.390415048,0,5.817220841,13.08951281,5.687386275,12.13273414,12.13273414,0,5.316788604,5.733667477,12.35637606,0,0,3.029861111,6.169541604,-0.219168084,6.202071051,0,1.294651597,0,0.25,11,3,2,0,0,0,1,0,1,2,2,3,3,0,0,0,1,1.1963,43.9441,-2.369740375
75,352.6965005,-0.18816619,-0.049709187,0.138457003,2.213633582,5.623683159,5.623683159,0.78356416,0.78356416,0.416610439,11.85714286,273.379,254.227,273.1517496,104,0,-0.002403715,-0.33047331,0.33047331,0.002403715,0.666666667,1.333333333,2.095238095,14.50946841,9.904946543,2.096211853,-2.13351467,2.35638056,-1.990048336,6.229952399,0.74738144,2.537186127,2.01103732,891.6848738,14.23384004,12.10192982,12.10192982,10.3813414,7.737869424,7.737869424,5.826504285,5.826504285,4.519205405,4.519205405,3.473505782,3.473505782,-2.12,125641.457,12.6078892,5.01274686,1.966800125,124.2550807,5.733667477,0,0,0,0,0,0,0,0,0,54.59730362,63.68801805,0,0,0,32.31734529,0,0,5.733667477,19.26246487,6.544756406,60.16075511,0,0,5.733667477,0,0,0,6.544756406,6.420821623,0,18.40509474,54.59730362,0,32.31734529,0,26.02,0,0,0,0,0,19.38639965,44.3016184,0,0,54.59730362,5.733667477,0,0,0,8.267718516,7.076648957,0,20.15598048,3.382754551,0.78356416,0,0.2,21,2,1,0,0,0,4,0,4,1,1,1,4,0,0,0,4,4.8654,92.1384,-2.657775809
